lemma,roleset_id,name,role_count,example_count,source_file
condition,condition.02,"to accustom, to adapt",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\condition.xml
condone,condone.01,to excuse,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\condone.xml
conduct,conduct.01,directed motion,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\conduct.xml
conduct,conduct.02,behavior,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\conduct.xml
confer,confer.01,meet with,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\confer.xml
confer,confer.02,"grant, give",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\confer.xml
confess,confess.01,mode of speaking,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\confess.xml
confide,confide.01,"to entrust, tell in confidence",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\confide.xml
confine,confine.01,"confine, restrict",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\confine.xml
confirm,confirm.01,"confirm, attest the truth of a proposition",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\confirm.xml
confiscate,confiscate.01,take away,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\confiscate.xml
conflict,conflict.01,to be or come into opposition,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\conflict.xml
conform,conform.01,"(cause) to be similar, comply",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\conform.xml
confront,confront.01,to engage in confrontation,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\confront.xml
confuse,confuse.01,(cause to) be confused,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\confuse.xml
congratulate,congratulate.01,to express acknowledgement as for the achievement of another,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\congratulate.xml
conjure_up,conjure.01,create magically,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\conjure.xml
connect,connect.01,attach,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\connect.xml
connote,connote.01,to imply or predicate,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\connote.xml
conquer,conquer.01,to gain control of,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\conquer.xml
consent,consent.01,agree (to),2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\consent.xml
conserve,conserve.01,"to preserve, economize",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\conserve.xml
consider,consider.01,think to be,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\consider.xml
consider,consider.02,contemplate an action,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\consider.xml
consign,consign.01,send to lesser status,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\consign.xml
consist,consist.01,be composed of pieces,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\consist.xml
console,console.01,make feel better,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\console.xml
consolidate,consolidate.01,"blend, mix",4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\consolidate.xml
consort,consort.01,"to associate, be in agreement",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\consort.xml
conspire,conspire.01,work together for nefarious purposes,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\conspire.xml
constitute,constitute.01,comprise,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\constitute.xml
constrain,constrain.01,"prevent, hinder",4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\constrain.xml
constrict,constrict.01,make narrow,5,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\constrict.xml
construct,construct.01,build,4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\construct.xml
construe,construe.01,to interpret,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\construe.xml
consult,consult.01,get together with,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\consult.xml
consume,consume.01,"eat, use up",2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\consume.xml
consummate,consummate.01,bring to completion,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\consummate.xml
contact,contact.01,to bring or come into contact,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contact.xml
contain,contain.01,hold inside,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contain.xml
contaminate,contaminate.01,befoul,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contaminate.xml
contemplate,contemplate.01,think about,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contemplate.xml
contemporize,contemporize.01,"make contemporary, modernize",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contemporize.xml
contend,contend.01,hold and utter a belief,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contend.xml
contend,contend.02,"deal with, suffer through",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contend.xml
content,content.01,"make content, please",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\content.xml
contest,contest.01,challenge,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contest.xml
continue,continue.01,aspectual,2,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\continue.xml
continue,continue.02,speaking,4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\continue.xml
contract,contract.01,get smaller,4,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contract.xml
contract,contract.02,enter into a contract,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contract.xml
contract,contract.04,"get, acquire (as of disease)",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contract.xml
contract_out,contract.03,variation on sense two above,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contract.xml
contradict,contradict.01,"to deny, negate, or oppose",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contradict.xml
contrast,contrast.01,point out differences,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contrast.xml
contravene,contravene.01,break the rules,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contravene.xml
contribute,contribute.01,give,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\contribute.xml
control,control.01,have power over,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\control.xml
convene,convene.01,call a meeting,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\convene.xml
converge,converge.01,come together,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\converge.xml
convert,convert.01,transform,4,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\convert.xml
convey,convey.01,send (a statement),3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\convey.xml
convict,convict.01,to find or prove guilty of an offense or crime,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\convict.xml
convince,convince.01,impelled action,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\convince.xml
convolute,convolute.01,complicate extraordinarily,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\convolute.xml
cook,cook.01,to prepare a meal or treat by heating,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cook.xml
cook,cook.02,"to happen, take place",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cook.xml
cook_up,cook.03,to fabricate,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cook.xml
cool,cool.01,cause to be cool,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cool.xml
cool_down,cool.02,cause to be cool,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cool.xml
cool_off,cool.03,cause to be cool,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cool.xml
cooperate,cooperate.01,work with,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cooperate.xml
coordinate,coordinate.01,to organize,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\coordinate.xml
cope,cope.01,get by,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cope.xml
copy,copy.01,make a copy,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\copy.xml
copy_out,copy.02,"make a copy, don't mention copy",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\copy.xml
copyright,copyright.01,acquire exclusive rights to printed material,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\copyright.xml
corner,corner.01,have a monopoly on,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\corner.xml
corral,corral.01,"put into a corral, pen",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\corral.xml
correct,correct.01,make right,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\correct.xml
correspond,correspond.01,exchange letters with,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\correspond.xml
correspond,correspond.02,be parallel/equivalent to,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\correspond.xml
corroborate,corroborate.01,confirm truth of a statement,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\corroborate.xml
cost,cost.01,requires cash,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cost.xml
costume,costume.01,put into a costume,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\costume.xml
couch,couch.01,to word in a certain manner,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\couch.xml
cough,cough.01,"cough, hack",1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cough.xml
cough,cough.02,say in a coughing manner,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cough.xml
cough_up,cough.03,give under duress,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cough.xml
counsel,counsel.01,to advice,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\counsel.xml
count,count.01,enumerate,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\count.xml
count,count.02,include,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\count.xml
count,count.03,"rely, depend",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\count.xml
count,count.04,matter,1,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\count.xml
countenance,countenance.01,"to approve, condone",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\countenance.xml
counter,counter.01,make a reaction,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\counter.xml
counteract,counteract.01,"work against, prevent",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\counteract.xml
counterattack,counterattack.01,to make a return attack,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\counterattack.xml
counterbalance,counterbalance.01,to oppose with an equal force,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\counterbalance.xml
countersue,countersue.01,call to court,4,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\countersue.xml
countervail,countervail.01,act against,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\countervail.xml
couple,couple.01,link one thing with another,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\couple.xml
course,course.01,move swiftly like water,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\course.xml
court,court.01,pursue (romantically),2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\court.xml
cover,cover.01,"has responsibility for, handles",3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cover.xml
cover,cover.02,"smear, put over",3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cover.xml
cover,cover.03,broadcast,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cover.xml
cover_up,cover.04,obscure,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cover.xml
covet,covet.01,"to wish, long, or crave for",2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\covet.xml
cower,cower.01,"shrink away in fear, cringe",1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cower.xml
crack,crack.01,make a cracking noise,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crack.xml
crack,crack.02,"break, but not into pieces",3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crack.xml
crack_up,crack.03,cause hilarity,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crack.xml
crackle,crackle.01,make crackling noises,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crackle.xml
craft,craft.01,to make by hand and with much skill,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\craft.xml
cram,cram.01,put stuff into a container,3,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cram.xml
cram,cram.02,"study very hard, very fast",2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cram.xml
crane,crane.01,stretch the neck,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crane.xml
crank_up,crank.01,increase intensity of,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crank.xml
crank_out,crank.02,produce,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crank.xml
crash,crash.01,"to break, undergo damage",2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crash.xml
crash,crash.02,to enter uninvited,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crash.xml
crash_out,crash.03,to create quickly and sloppily,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crash.xml
crave,crave.01,want a lot,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crave.xml
crawl,crawl.01,to  advance slowly,2,2,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\crawl.xml
creak,creak.01,to make a squeaking sound,1,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\creak.xml
cream,cream.01,beat soundly,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cream.xml
cream,cream.02,cook with/in cream,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\cream.xml
create,create.01,create,5,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\create.xml
credit,credit.01,give someone credit for smth,3,3,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\credit.xml
credit,credit.02,to enter as a credit,3,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\credit.xml
creep,creep.01,manner of motion,2,1,C:\Users\RAVIPRAKASH\Downloads\NLP Project\srl_qa_project\nltk_data\corpora\propbank\frames\creep.xml
